"rowNumber","productName","productCode","error"
36,"Shower Cleaning Brush Tool","2735-1","Image folder not found for productCode 2735-1. Tried: 2735-1, 2735-01. Available folders inside zip: 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708 (+37 more)."
2,"Sonic Pro Wireless Earbuds","2701-1","Image folder not found for productCode 2701-1. Tried: 2701-1, 2701-01. Available folders inside zip: 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708 (+37 more)."
35,"SP 312 Wireless Portable Speaker","2734-1","Image folder not found for productCode 2734-1. Tried: 2734-1, 2734-01. Available folders inside zip: 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708 (+37 more)."
7,"SPECTRA ANC Wireless Earbuds","2706-1","Image folder not found for productCode 2706-1. Tried: 2706-1, 2706-01. Available folders inside zip: 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708 (+37 more)."
43,"SW-53 HD Display Smartwatch","2742-1","Image folder not found for productCode 2742-1. Tried: 2742-1, 2742-01. Available folders inside zip: 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708 (+37 more)."
42,"SW-92 Smartwatch","2741-1","Image folder not found for productCode 2741-1. Tried: 2741-1, 2741-01. Available folders inside zip: 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708 (+37 more)."
41,"Tape Recorder Style Keychain","2740-1","Image folder not found for productCode 2740-1. Tried: 2740-1, 2740-01. Available folders inside zip: 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708 (+37 more)."
37,"Travel Garbage Bag for Car","2736-1","Image folder not found for productCode 2736-1. Tried: 2736-1, 2736-01. Available folders inside zip: 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708 (+37 more)."
6,"Type C HF AirLite C Earphones","2705-1","Image folder not found for productCode 2705-1. Tried: 2705-1, 2705-01. Available folders inside zip: 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708 (+37 more)."
5,"Type C HF NEC Stereo Earphones","2704-1","Image folder not found for productCode 2704-1. Tried: 2704-1, 2704-01. Available folders inside zip: 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708 (+37 more)."
4,"Type C Wired Earphones","2703-1","Image folder not found for productCode 2703-1. Tried: 2703-1, 2703-01. Available folders inside zip: 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708 (+37 more)."
